Tibetan	Description
ཀུན་ནས་སློང་བའི་ཐབས་	[E: [g: [p:vb] [t: i:བསླང་ i:སླང་ i:།སློང་ i:བསླངས་ i:སློངས་ ]] [s: [c.s: [b:MSA] «samutthāna-upāya» ] [c.e: [HP] «means of raising up/motivating/urging on» ] ]
ཀུན་ནས་བསླང་བ་	[E: [g: [p:vb] [t: i:བསླང་ i:སླང་ i:།སློང་ i:བསླངས་ i:སློངས་ ]] [s: [c.s: [b:C] «samutthāpita» ] [c.e: [HP] «motivate; ask; beg; collect; gather; raise; cause to rise; inspire; excite; arouse; urge on» ] [c.e: [b:C] «raised» ] ]
ཀུན་སྤྱོད་	[E: [g: [p:vb] [t: i:སྤྱད་ i:སྤྱོད་ i:སྤྱད་ i:སྤྱོད་ ]] [s: [c.s: [b:C] «samācāra» ] [c.e: [HP] «behavior; habit; life-style» ] [c.e: [b:C] «habits» ] ]
ཀུན་འབྱུང་	[E: [g: [p:vb] [t: i:འབྱུང་ i:འབྱུང་ i:བྱུང་ i:བྱུང་ ]] [s: [c.s: «samudaya» ] [c.e: [HP] «source; origination» ] ]
ཀུན་སྦྱོང་བ་	[E: [g: [p:vb] [t: i:སྦྱང་ i:སྦྱོང་ i:སྦྱངས་ i:སྦྱོངས་ ]] [s: [c.s: [b:C] «saṃśuddhi» ] [c.e: [HP] «thorough purification/cleansing/washing/practicing/training/cleaning» ] [c.e: [b:C] «thorough purification» ] ]
ཀུན་སྦྱོར་	"[E: [g: [p:vb] [t: i:སྦྱར་ i:སྦྱོར་ i:སྦྱརད་ i:སྦྱོརད་ ]] [s: [c.s: [b:LCh] «saṃyojana» ] [c.e: [HP] «thorough enwrapment» ] [n:Comment: For the sake of distinction, kun dkris is translated as """"entanglement.""""] ]"
ཀུན་འཛིན་	[E: [g: [p:vb] [t: i:གཟུང་ i:འཛིན་ i:བཟུང་ i:ཟུངས་ ]] [s: [c.s: [b:MV] «saṃparigraha» ] [c.e: [HP] «thoroughly holding onto; miserliness» ] ]
ཀུན་རྫོགས་	[E: [g: [p:vb] [t: i:རྫོགས་ i:རྫོགས་ i:རྫོགས་ i:རྫོགས་ ]] [s: [c.s: [b:MSA] «saṃpūrṇa» ] [c.e: [HP] «thorough fulfillment/completion/finishing» ] ]
ཀུན་རྫོབ་	"[E: [g: [p:vb] [t: i:བརྫབ་ i:རྫོབ་ i:བརྫབས་ i:རྫོབས་ ]] [s: [c.s: [b:LCh,C,MV,MSA,L] «saṃvṛti» ] [c.s: [b:MSA] «saṃvṛta» ] [c.e: [HP] «conventional [truth]; concealer [truth]; relative [truth]; concealer; conventional; conventionality; fraudulence; concealing [consciousness]; conventions; conventionalities» ] [l:dbye ba]« 1 btags pa'i kun rdzob/ 2 shes pa'i kun rdzob/ 3 brjod pa'i kun rdzob; yang na: 1 yang dag kun rdzob/ 2 log pa'i kun rdzob»] [c.d.e:[l:Div]«isions: (1) imputational conventionalities; (2) mental conventionalities; (3) expressional conventionalities. Also, (1) real/correct conventionalities; (2) unreal/incorrect conventionalities»] [n:Comment: kun rdzob is etymologized three ways: as convention (tha snyad, vyavahāra); as mutual dependence (phan tshun brten pa, parasparasaṃbhavana); and as concealer (sgrib byed, samantādvaraṇa). In the context of the two truths the third etymology is predominant in the Mind-Only and Middle Way Schools in the sense that non-ultimate phenomena seem to be truths for an ignorant consciousness that conceals reality and thus are concealer-truths.""""""""] [c.e: bum pa la sogs pa'i kun rdzob rnams » «conventionalities such as pots and so forth» ] ]"
ཀུན་རྫོབ་ཉིད་	[E: [g: [p:vb] [t: i:བརྫབ་ i:རྫོབ་ i:བརྫབས་ i:རྫོབས་ ]] [s: [c.s: [b:MSA] «saṃvṛti-satyatā» ] [c.e: [HP] «just a conventionality» ] ]
ཀུན་རྫོབ་ཏུ་	[E: [g: [p:vb] [t: i:བརྫབ་ i:རྫོབ་ i:བརྫབས་ i:རྫོབས་ ]] [s: [c.s: [b:C] «saṃvṛtyā» ] [c.s: «saṃvṛtitaḥ» ] [c.e: [HP] «conventionally» ] [c.e: [b:C] «in a conventional sense» ] ]
ཀུན་རྫོབ་ཏུ་ཡོད་པ་	[E: [g: [p:vb] [t: i:བརྫབ་ i:རྫོབ་ i:བརྫབས་ i:རྫོབས་ ]] [s: [c.s: [b:ME] « saṃvṛtisat» ] [c.e: [HP] «conventionally exist/existence/existent» ] [c.e: [b:GD:115] « relatively existent» ] ]
ཀུན་རྫོབ་དང་དོན་དམ་པ་	[E: [g: [p:vb] [t: i:བརྫབ་ i:རྫོབ་ i:བརྫབས་ i:རྫོབས་ ]] [s: [c.s: [b:MSA] «saṃvṛti-paramārtha» ] [c.e: [HP] «conventional and ultimate» ] ]
ཀུན་རྫོབ་བྱང་ཆུབ་ཀྱི་སེམས་	"[E: [g: [p:vb] [t: i:བརྫབ་ i:རྫོབ་ i:བརྫབས་ i:རྫོབས་ ]] [s: [c.s: «saṃvṛtibodhicitta» ] [c.e: [HP] «conventional mind of enlightenment; conventional mind [directed] toward enlightenment» ] «1 smon sems 2 'jug sems»] [c.d.e:«1 aspirational mind of enlightenment; 2 practical mind of enlightenment»] [n:Comment: This term can also be loosely translated as altruistic intention to become enlightened,"""" but as such cannot bear the discussion about how this is a mind (sems) and not a mental factor (sems byung).""""] ]"
ཀུན་རྫོབ་སེམས་བསྐྱེད་	[E: [g: [p:vb] [t: i:བསྐྱེད་ i:སྐྱེད་ i:བསྐྱེད་ i:སྐྱེད་ ]] [s: [c.s: «*saṃvṛticittotpāda» ] [c.e: [HP] «conventional mind generation; conventional mind-generation» ] ]
ཀུན་གཞི་	[E: [s: [c.s: [b:LCh,L,ME] «ālaya» ] [c.e: [HP] «basis-of-all» ] [c.e: «storehouse; hang on to; settling place» ] [n:Comment: Often to be distinguished from kun gzhi rnam par shes pa (mind-basis-of-all, ālayavijñāna), in which case kun gzhi refers to the seeds themselves and not the mind in which they reside.] ]
ཀུན་ལ་	[E: [s: [c.s: [b:C] «sarvatra» ] [c.e: [HP] «to all; in all places; in every way; at all times» ] [c.e: [b:C] «always; everywhere; at all times; in every way» ] ]
ཀུན་ལས་	[E: [s: [c.e: [HP] «from all; in all ways» ] ]
ཀུན་ལས་བཏུས་པ་	[E: [g: [p:vb] [t: i:བཏུ་ i:འཐུ་ i:བཏུས་ i:འཐུ་ ]] [s: [c.s: «samuccaya» ] [c.e: [HP] «group; collect; summary; compendium; abbreviated title of Asaṅga's Summary of Manifest Knowledge (abhidharmasamuccaya)» ] ]
ཀུན་ཤེས་པ་དང་ལྡན་པ་	[E: [s: [c.s: [b:MSA] «parijñātāvin» ] [c.e: [HP] «endowed with all-knowingness» ] ]
ཀུན་ཤེས་པའི་དབང་པོ་	[E: [s: [c.s: [b:C] «ājñendriya» ] [c.e: [b:C] «the dominant (faculty) of 'understanding'» ] ]
སོང་	[E: [g: [p:vb] [t: i:སོང་ i:སོང་ i:སོང་ i:སོང་ ]] [s: [c.s: [b:MSA] «sarva-gata» ] [c.e: [HP] «gone everywhere; omnipresent; all-pervasive» ] ]
ཀུན་སློང་	[E: [g: [p:vb] [t: i:བསླང་ i:སླང་ i:།སློང་ i:བསླངས་ i:སློངས་ ]] [s: [c.s: [b:LCh] «samutthāna» ] [c.e: [HP] «motivation» ] ]
ཀེང་རུས་	[E: [s: [c.s: [b:MSA] «saṃkalikā» ] [c.e: [HP] «skeleton» ] ]
ཀེང་རུས་ཀྱི་གཟུགས་བརྙན་ཡིད་ལ་བྱེད་པ་	[E: [s: [c.s: [b:MSA] «pratibimba-saṃkalikāṃ ca manasikurvataḥ» ] [c.e: [HP] «taking to mind the image of a skeleton» ] ]
ཀོ་གྲུ་	[E: [s: [c.e: [HP] «leather boat» ] ]
ཀྱང་	"[E: [s: [c.s: [b:LCh] «eva» ] [c.s: «api» ] [c.s: [b:C] «kiṃ cāpi» ] [c.s: [b:C] «punar» ] [c.s: [b:C] «yadyāpi» ] [c.s: [b:C] «tu» ] [c.e: [HP] «but; even; also; however; nevertheless; although» ] [c.e: [b:C] «but if; although; again; although; even if; of course» ] [n:Comment: Translations like """"but"""" would come after the clause to which it is affixed; translations like """"although"""" would come before the clause to which it is affixed.] ]"
ཀྱི་	[E: [s: [c.e: [HP] «[as genitive particle] of; by; in; which [as non-case particle] and; but; (semi-colon)» ] [n:Comment: One of five genitive particles—gi, kyi, gyi, 'i, yi.] ]
ཀྱིས་	[E: [s: [c.e: [HP] «[as instrumental particle] by; by means of; with; because; through [as non-case particle corruptly used in place of the non-case usage of genitive particles] but; and; (semi-colon)» ] [n:Comment: One of five instrumental particles—gis, kyis, gyis, 'is, yis. Also used adverbially.] ]
ཀྱེ་	[E: [s: [c.e: [HP] «[vocative; form of address] O!; hey!» ] ]
ཀྱེ་མ་	[E: [s: [c.e: [HP] «alas!» ] [c.e: [b:S] «Ah!» ] ]
ཀྱེ་མའོ་	[E: [s: [c.e: [HP] «alas!» ] ]
ཀླ་ཀློ་	[E: [s: [c.s: «mlecca» ] [c.e: [HP] «barbarian» ] ]
ཀླད་པ་	[E: [s: [c.e: [HP] «brain» ] ]
ཀླན་ཀ་	[E: [s: [c.s: [b:C,MSA] «codya» ] [c.e: [HP] «censure; fault; finding fault; objection» ] [c.e: [b:C] «problem» ] ]
ཀླུ་	[E: [s: [c.s: «nāga» ] [c.e: [HP] «serpent; snake; dragon» ] [c.e: [b:C] «snake; serpent» ] ]
ཀླུ་སྒྲུབ་	[E: [s: [c.s: «nāgārjuna» ] [c.e: [HP] «Nāgārjuna [expounder of the Mādhyamika school]» ] ]
ཀླུ་བདག་	[E: [s: [c.s: [b:C] «nāga-pati» ] [c.e: [b:C] «lord of nāgas» ] ]
ཀླུ་བདུད་	[E: [s: [c.e: [HP] «nāga demon; nāga spirit» ] ]
ཀླུ་དབང་	[E: [s: [c.s: [b:C] «bhujagendra» ] [c.e: [b:C] «Lord of the Serpents» ] ]
ཀླུ་བཙན་	[E: [s: [c.e: [HP] «nāga emperior; violent nāga spirit; king spirit» ] ]
ཀླུང་	[E: [s: [c.s: [b:L,MSA] «nadī» ] [c.e: [HP] «river» ] ]
ཀླུང་གི་རྒྱུན་	[E: [s: [c.s: [b:MSA] «nadī-śrotas» ] [c.e: [HP] «current of a river; continuum of a river; river» ] ]
ཀླུབས་པ་	[E: [s: [c.e: [HP] «wear; adorn» ] ]
ཀླུའི་རྒྱལ་པོ་རྒྱ་མཚོས་ཞུས་པའི་མདོ་	[E: [s: [c.s: «sāgara-nāgarājaparipṛcchāsūtra» ] [c.e: [HP] «Questions of Sāgara, King of the Nāgas, Sūtra [P820, vol. 33]» ] ]
ཀླུའི་རྒྱལ་པོ་མ་དྲོས་པས་ཞུས་པའི་མདོ་	[E: [s: [c.s: «anavataptanāgarājaparipṛcchāsūtra» ] [c.e: [HP] «Questions of Anavatapta, King of the Nāgas, Sūtra [P823, vol. 33]» ] ]
ཀློག་	"[E: [g: [p:vb] [t: i:བཀླག་ i:ཀློག་ i:བཀླགས་ i:ཀློགས་ ]] [s: [c.e: [HP] «read out loud; read out» ] [n:Comment: This does not mean """"study"""" or """"think over.""""] ]"
ཀློག་པ་	"[E: [g: [p:vb] [t: i:བཀླག་ i:ཀློག་ i:བཀླགས་ i:ཀློགས་ ]] [s: [c.s: [b:C] «vācayanti» ] [c.s: [b:MV] «vācana» ] [c.s: [b:MV] «vācyamāna» ] [c.s: [b:C] «paṭhiṣyanti» ] [c.s: [b:C] «likhati» ] [c.e: [HP] «read; read out» ] [c.e: [b:C] «preach; speak; will recite; write; copy (out)» ] [n:Comment: This does not mean """"study"""" or """"think over.""""] ]"
ཀློང་	[E: [s: [c.e: [HP] «expanse; sphere» ] ]
ཀློང་ཆེན་	[E: [s: [c.e: [HP] «great expanse; great sphere» ] ]
དཀའ་	[E: [s: [c.s: [b:C] «duṣkara» ] [c.s: [b:MSA] «kṛcchra» ] [c.s: [b:MSA] «gāḍha» ] [c.e: [HP] «difficult; hard» ] [c.e: [b:C] «hard to understand; hard to express; to do what is hard» ] ]
དཀའ་འགྲེལ་	[E: [g: [p:vb] [t: i:བཀྲལ་ i:འགྲེལ་ i:བཀྲལད་ i:འགྲེལད་ ]] [s: [c.s: [b:LCh] «pañjikā» ] [c.e: [HP] «commentary on the difficult points; difficult points commentary» ] ]
བཀའ་གདམས་པ་	[E: [g: [p:vb] [t: i:གདམ་ i:འདོམས་ i:གདམས་ i:འདོམས་ ]] [s: [c.e: [HP] «G#a-dam-b#a [a Tibetan order, or person of that order]» ] ]
དཀའ་བ་	[E: [s: [c.s: [b:C,MSA] «duṣkara» ] [c.s: [b:C] «dhandaka» ] [c.s: [b:MSA] «duḥkha» ] [c.e: [HP] «difficult; hard; hardship» ] [c.e: [b:C] «hard to understand; hard to express; to do what is hard; stupid» ] ]
དཀའ་ས་	[E: [s: [c.e: [HP] «[difficult-place] difficult point» ] ]
དཀར་སྐྱ་	[E: [s: [c.e: [HP] «whitish; light gray; grayish» ] ]
དཀར་ཁུང་	[E: [s: [c.e: [HP] «passage; window; chimney; a white/wholesome passage/window/opening» ] [c.e: 'gro ba yi ni dkar khung dbye slad du/» «for the sake of opening the passage [out] of transmigration ༿GZ 68b.5༾» ] ]
དཀར་ཆག་	[E: [s: [c.e: [HP] «table of contents; catalogue» ] [c.e: mtshan byang gzhung tshad dang bcas pa lo tstsha ba dpal brtsegs kyis dkar chag tu btab bo/» «the translator B#el-d#zek put the titles, along with the length of the texts, in a catalogue ༿GZ 70b.6/ 140.6༾» ] ]
དཀར་པོ་	[E: [s: [c.s: [b:C,MSA] «śukla» ] [c.s: [b:C] «avadāta» ] [c.s: [b:C] «sita» ] [c.e: [HP] «white [one of the four primary colors (rtsa ba'i kha dog)]; wholesome; pure» ] [c.e: «pure; bright; very white; ༿C༾pure; ༿C,D1༾bright» ] [c.e: chos dung dkar po'i kha dog » «the color of a white religious conch» ] [c.e: dkar po yin na kha dog yin pas khyab » «whatever is white is necessarily a color» ] ]
དཀར་པོ་རྣམ་པར་མཐོང་བའི་ས་	[E: [s: [c.s: «śukla-vidarśanā-bhūmi» ] [c.s: [b:C] «śukla-vipaśyanā-bhūmi» ] [c.e: [HP] «ground of seeing pure [phenomena]; ground of seeing the wholesome» ] [c.e: [b:C] «stage of bright insight» ] [n:Comment: The first of the eight Lesser Vehicle grounds (dman pa sa brgyad): (1) the ground of seeing the wholesome, (2) the ground of lineage, (3) the ground of the eighth, (4) the ground of seeing, (5) the ground of diminishment, (6) the ground of separation from desire, (7) the ground of realizing completion/accomplishment, (8) the ground of Solitary Realizers.] ]
དཀར་པོའི་ཆོས་	[E: [s: [c.s: [b:MSA] «śukla-dharma» ] [c.s: [b:MSA] «śukla ... dharma» ] [c.e: [HP] «wholesome/white phenomenon/practice/attribute» ] ]
དཀར་པོའི་ཕྱོགས་	[E: [s: [c.s: [b:MSA,MV] «śukla-pakṣa» ] [c.e: [HP] «wholesome quarter/faction/part» ] ]
དཀར་ཡོལ་	[E: [s: [c.e: [HP] «cup; chinaware» ] ]
དཀུ་	[E: [s: [c.s: [b:C] «kukṣitā» ] [c.e: [HP] «side [of the body, above the hip]» ] [c.e: [b:C] «belly» ] ]
དཀོན་མཆོག་	[E: [s: [c.s: [b:LCh,MSA,MV,C] «ratna» ] [c.e: [HP] «jewel; supreme rarity» ] [c.e: [b:C] «precious jewel; precious substance; treasure» ] [n:Comment: As in the Three Jewels (Buddha, his doctrine, and the spiritual community).] ]
དཀོན་མཆོག་འཇིགས་མེད་དབང་པོ་	[E: [s: [c.e: [HP] «G#ön-chok-jik-may-w#ang-b#o (1728-1791)» ] [n:Comment: He is the next incarnation of Jam-y#ang-shay-b#a Nga-w#ang-d#zön-drü ('jam dbyangs bzhad pa ngag dbang brtson 'grus) of L#a-brang D#ra-s#hi-kyil (bla brang bkra shis 'khyil).] ]
དཀོན་མཆོག་སྤྲིན་གྱི་མདོ་	[E: [s: [c.s: [b:LCh] «ratnameghasūtra» ] [c.e: [HP] «Cloud of Jewels Sūtra [P897, vol. 35]» ] ]
དཀོན་མཆོག་བརྩེགས་པ་	[E: [s: [c.s: [b:MV] «ratnakūṭa» ] [c.e: [HP] «pile of jewels; name of a Mahāyāna sūtra and of a collection consisting of many sūtras of different styles and doctrines [including some of the earliest Mahāyāna sūtras]» ] ]
དཀོན་མཆོག་གསུམ་	[E: [s: [c.s: «triratna» ] [c.s: «triśaraṇa» ] [c.e: [HP] «[rarity-supreme-three]; the Three Jewels» ] ]
དཀོན་པ་	[E: [s: [c.s: [b:MSA] «durlabha» ] [c.e: [HP] «rare; precious; scarce» ] [c.e: «hard to get; hard to find; hard to reach» ] ]
དཀོན་པོ་	[E: [s: [c.s: «durlabha» ] [c.e: [HP] «rare; rarity; precious; scarce» ] [c.e: «hard to get; hard to find; hard to reach» ] ]
དཀྱིལ་	[E: [s: [c.e: [HP] «center; essence; middle» ] ]
དཀྱིལ་འཁོར་	[E: [s: [c.s: [b:LCh,L,C,MSA] «maṇḍala» ] [c.s: [b:C,MSA] «parṣan-maṇḍala» ] [c.e: [HP] «[center-circle] maṇḍala; circle; sphere; disk;» ] [c.e: [b:C] «(circle of the) assembly» ] [n:Comment: There are a maṇḍala of the residence and a maṇḍala of residents (rten dang brten pa'i dkyil 'khor).] ]
དཀྱིལ་འཁོར་རྒྱལ་མཆོག་	[E: [s: [c.e: [HP] «supreme king of maṇḍalas» ] ]
དཀྱིལ་སྨད་	[E: [s: [c.e: [HP] «lower half» ] ]
དཀྲི་	[E: [g: [p:vb] [t: i:དཀྲི་ i:དཀྲ་ i:ཨིཨ་ i:དཀྲིས་ i:དཀྲིས་ ]] [s: [c.s: [b:C] «parīta» ] [c.s: [b:C] «veṣṭayati» ] [c.e: [HP] «roll up; wind; wrap up; entangle» ] [c.e: [b:C] «overcome; wrap» ] ]
དཀྲིས་	[E: [g: [p:vb] [t: i:དཀྲི་ i:དཀྲ་ i:ཨིཨ་ i:དཀྲིས་ i:དཀྲིས་ ]] [s: [c.s: [b:C] «parīta» ] [c.s: [b:C] «veṣṭayati» ] [c.e: [HP] «roll up; wind; wrap up; entangle» ] [c.e: [b:C] «overcome; wrap» ] ]
དཀྲུག་	[E: [g: [p:vb] [t: i:དཀྲུག་ i:དཀྲུག་ i:དཀྲུགས།་ i:དཀྲུགས།་ ]] [s: [c.e: [HP] «disturb; agitate; stir up; trouble» ] ]
དཀྲུགས་	[E: [g: [p:vb] [t: i:དཀྲུག་ i:དཀྲུག་ i:དཀྲུགས།་ i:དཀྲུགས།་ ]] [s: [c.e: [HP] «disturb; agitate; stir up; trouble» ] ]
དཀྲུགས་པ་	[E: [g: [p:vb] [t: i:དཀྲུག་ i:དཀྲུག་ i:དཀྲུགས།་ i:དཀྲུགས།་ ]] [s: [c.s: [b:C] «ḍamara» ] [c.e: [HP] «disturb; agitate; stir up; trouble» ] [c.e: [b:C] «tumult» ] ]
དཀྲོལ་བ་	[E: [g: [p:vb] [t: i:དཀྲོལ་ i:དཀྲོལ་ i:དཀྲོལད་ i:དཀྲོལད་ ]] [s: [c.e: [HP] «ring/sound [e.g., a bell]; play musical instrument» ] ]
བཀག་	[E: [g: [p:vb] [t: i:དགག་ i:འགོག་ i:བཀག་ i:ཁོགས་ ]] [s: [c.e: [HP] «stop; negate; refute; negation; negative; limit» ] ]
བཀག་པ་	[E: [g: [p:vb] [t: i:དགག་ i:འགོག་ i:བཀག་ i:ཁོགས་ ]] [s: [c.s: [b:C] «nisiddha» ] [c.s: [b:C] «niṣedha» ] [c.e: [HP] «negation; stop; negate; refute; negative; limit» ] [c.e: [b:C] «has (learned to) refrain; has refrained; inadmissible; refrain; repudiation» ] ]
