Tibetan	Description
འདོད་ཁམས་	In Buddhist cosmology, it is our sphere of existence where beings are driven primarily by the urge for sense gratification.
འདོད་ཁམས་	One of the three realms of saṃsāra, it is comprised of the traditional six realms of saṃsāra, from the hell realm to the realm of the gods, including the human realm. Rebirth in this realm is characterized by intense cravings via the five senses and their objects.
འདོད་ལྡན་མ་	One of the great dūtīs attending upon Lord Vajrapāṇi.
འདོད་ལེན་	One of the four parasites that are said to be inside the birth canals of women.
འདོད་ལྷ་	Another name of the king Mādhava.
འདོད་ལྷ་	God of love; the name of a vetāla.
འདོད་མ་	One of the subtle channels in the body.
འདོད་པ་ལ་འདོད་པ་	This term more literally translates “desire for passion” or “desire for sex.”
འདོད་པ་ལ་འདུན་པ་	First of the five obscurations.
འདོད་པ་ལ་ཆགས་པ་	A realm inhabited by garland-bearer gods.
འདོད་པ་ལ་མངོན་པར་ཞེན་པ་	A type of worm ({srin bu}) that lives in and feeds on the body.
འདོད་པ་མོ་	One of the seven types of ḍākinīs.
འདོད་པ་མཐུན་པའི་ནགས་ཁྲོད་	A forest near the village Icchānaṅgalā.
འདོད་པ་མཐུན་པ་	A village.
འདོད་པ་ངེས་པར་ཐོབ་	A pleasure grove in Promotion
འདོད་པ་ཐམས་ཅད་རྗེས་སུ་འཐུན་པ་	A forest in Shining in Manifold Ways.
འདོད་པའི་བསྐོར་བ་	A mudrā gesture formed with both hands, representing male and female sexual organs in the state of arousal.
འདོད་པའི་བསྟན་བཅོས་	A treatise on love.
འདོད་པའི་ཆུ་	A river in the Swan Forest.
འདོད་པའི་དབང་ཕྱུག་མ་	‟Goddess of Desire,” one of the eight great bhūtinīs as well as one of the eight great yakṣinīs.
འདོད་པའི་དབང་ཕྱུག་	An epithet of a Hindu god, Kubera.
འདོད་པའི་དབང་ཕྱུག་	Another name of Kāmadeva, the god of erotic love.
འདོད་པའི་དབང་ཕྱུག་	Literally “Lord of Desire.” Name of Kubera/Vaiśravaṇa, who presides over the Desire Realm.
འདོད་པའི་གཟུགས་ཅན་མ་	The name of a yakṣiṇī.
འདོད་པའི་གཟུགས་	One of the two kṣetras.
འདོད་པའི་ཁམས་	The worlds where beings are reborn through their karma, from the hells up to the Para nirmita vaśa vartin paradise.
འདོད་པའི་ཁམས་	Of the three realms of existence, the realm whose beings are tormented by desire and attachment to material substance.
འདོད་པའི་ཁམས་	This realm is composed of the six classes of existence: hell beings, pretas, animals, humans, asuras, and devas. These are all existences where a being is reborn through karma. In the two higher realms beings are reborn there through the power of their meditation.
འདོད་པའི་ཁམས་	One of the three realms of saṃsāra, it is comprised of the traditional six realms of saṃsāra, from the hell realm to the realm of the gods, including the human realm. Rebirth in this realm is characterized by intense cravings via the five senses and their objects.
འདོད་པའི་ཁམས་	In Buddhist cosmology, our sphere of existence where beings are driven primarily by the urge for sense gratification and attachment to material substance. It is one of the three basic divisions of the realms of existence that constitute saṃsāra. The other two are the form realm and the formless realm. See Gethin 1998, 116–18.
འདོད་པའི་ཁམས་	In Buddhist cosmology, this is our own realm, the lowest and most coarse of the three realms of saṃsāra. It is called this because beings here are characterized by their strong longing and attachment to the pleasures of the senses. The desire realm includes hell beings, hungry ghosts, animals, humans, asuras, and the lowest heavens of the gods. Located above the desire realm is the form realm and formless realm.
འདོད་པའི་ཀླུང་	A city in the asura realm called Moon Garland.
འདོད་པའི་ལྷ་	One of the tathāgatas attending the delivery of the MMK.
འདོད་པའི་རྡོ་རྗེ་དང་ལྡན་མ་	One of the great dūtīs attending upon Lord Vajrapāṇi.
འདོད་པའི་སྲིད་པ་	The lowest of the three planes of existence, where coarse desires for all the sense objects are present.
འདོད་པའི་ཡོན་ཏན་འདི་ལྔ་	Desirable objects of the five senses: form, sound, smell, taste, and touch.
འདོད་པའི་ཡོན་ཏན་ལྔ་	Visibles, sound, scent, taste, and tangibles.
འདོད་པའི་ཡོན་ཏན་ལྔ་	The five sense pleasures are pleasing visual objects, sounds, fragrances, tastes, and tactile sensations.
འདོད་པར་བྱ་བ་	In the sense of enviable.
འདོད་པ་	An emanated forest created upon the shoulders of Airāvaṇa.
འདོད་པ་	One of the pratyeka buddhas attending the delivery of the MMK.
འདོད་སྲེད་	A member of the Śākya clan.
འདོམས་ཀྱི་ལྦ་བ་སྦུབས་སུ་ནུབ་	Mvy
འདོམས་ཀྱི་སྦ་བ་སྦུབས་སུ་ནུབ་པ་	Tenth of the thirty-two major marks.
འདོམ་	The span between the tips of two arms extended to either side.
འདྲ་བ་མེད་	The name of a bodhisattva prophesied to become the tathāgata presiding over the buddhafield Full of Pearls after the tathāgata King of Jewels passes into parinirvāṇa.
འདྲ་མེད་	Attendant of the buddha Anuddhata.
འདྲེ་བཀྲེན་ལྟོགས་པ་	A type of spirit whose description is very similar to pretas (Tib. {yi dags}). It is possible that this term is a translation of preta, and it appears to be essentially synonymous with it.
འདྲེན་པའི་དཔལ་	A great bodhisattva.
འདྲེན་པའི་རྒྱལ་མཚན་	A buddha realm.
འདྲེན་པའི་རྒྱལ་མཚན་	A great bodhisattva.
འདྲེན་པ་	An epithet of a buddha.
འདྲེན་པ་	When capitalized this term is an epithet of the Buddha.
འདྲེས་པའི་འགྲམ་ན་གནས་པ་	A realm in the Heaven of the Thirty-Three.
འདྲེས་པའི་ཚལ་	A grove in the forest known as Incomparable.
འདྲེས་པའི་ཚལ་	“Mixed Grove.” One of the four heavenly groves outside the city of Sudarśana on Mount Meru.
འདྲེས་པ་	A mountain on the continent of Kuru.
འདྲེས་པ་	Name of a rākṣasī and Dharma protector.
འདྲེས་པ་	A forest on the third asura level, Excellent Abode.
འདྲི་འདོད་	One of sixteen realms that surround the Hell of Ultimate Torment.
འདྲི་མེད་འོད་	A monk, main character of the sūtra Purification of Karmic Obscurations.
འདྲོབ་སྐྱོང་གི་བུ་རྫོགས་བྱེད་	Literally, “Pūraṇa, descendant of Kāśyapa,” he was one of the six tīrthika teachers contemporaneous with Śākyamuni.
འདྲོབ་སྐྱོང་གི་བུ་	(1) A ṛṣi in the past ({'drob skyong gi bu}). (2) A ṛṣi ({'od srung}). (3) A buddha in the past ({'od srung}). (4) Another name of Mahākāśyapa ({'od srung}).
འདྲོན་བཟངས་	Father of the buddha Pramodyakīrti.
འདུ་འཛི་	Worldly activities such as social gatherings and performances that distract one from the Buddhist path.
འདུ་བ་	A type of power place where yogins and yoginīs congregate.
འདུ་བྱེད་གསུམ་	These are the formations of the body, the speech, and the mind.
འདུ་བྱེད་ཀྱི་ཕུང་པོ་	Fourth of the five psycho-physical aggregates.
འདུ་བྱེད་མུ་མེད་པ་	Lit. “limitless volitional factors.” Name of a meditative stabilization.
འདུ་བྱེད་རྣམས་	The second of the twelve links of dependent origination. See “dependent origination.”
འདུ་བྱེད་	The various conditioning factors and circumstances that affect rebirth, including primarily (but not only) karma. Formative factors also constitute one of the five aggregates and figure as one of the links in the twelve links of dependent arising to account for how karma eventually leads to rebirth.
འདུ་བྱེད་	One of the five aggregates, second of the twelve links of dependent origination, and in the context of the aggregates sometimes also called “volitions,” “volitional formations,” or “compositional factors,” these are complex propensities that bring about action. This term may also refer to composite objects or conditioned things in the generic sense.
འདུ་བྱེད་	This term denotes the deep-seated predispositions inherited from past actions and experiences, some of which function in association with mind, while others do not. Karmic predispositions are critical to the Buddhist understanding of the causal dynamics of karma and conditioning. It is the collection of such countless predispositions by afflicted mental states that constitutes the obscuration of misconceptions concerning the known range of phenomena, the total eradication of which occurs only when full awakening or buddhahood is achieved.
འདུ་བྱེད་	In its most general usage this term refers to any phenomenon has been formed, conditioned, or dependently brought into being. It is this broad use of the term that is used in the Bhava saṅkrānti sūtra when King Bimbisāra asserts that “formations are empty” ( https://read.84000.co/translation/UT22084-063-007.html#UT22084-063-007-52 ). The same term is also used to describe the second of the twelve links of dependent origination (pratītya samutpāda) and also the fourth of the five aggregates, where the term has a more specific usage related to those teachings.
