Tibetan	Description
ཀུན་ད་	1) kunda 2) kairava 3) kaurava 4) gandhasoma 5) bhrami 6) rajanīhāsa 7) viśarikā 8) śaśipriya 9) sita
ཀུན་ད་ཤིང་	kundavṛkṣa
ཀུན་དང་མཐུན་པར་འཇུག་	karaṇa, saṃstara
ཀུན་དང་འཚམ་པར་འཇུག་	yogavāhina
ཀུན་དམ་	kunda
ཀུན་དུ་བཟང་པོ་	samantabhadra
ཀུན་དུ་བཟང་པོའི་སྤྱོད་པའི་སྨོན་ལམ་གྱི་དོན་ཀུན་བསྡུས་	samantabhadracaryāpraṇidhānārthasaṃgraha
ཀུན་དུ་རུ་	1) kunda 2) kunduru 3) mukunda
ཀུན་དོང་	1) palāṇḍu 2) samanta
ཀུན་དོང་དམ་ཙོང་	corapuṣpī
ཀུན་དོན་	sarvārtha
ཀུན་གདུང་	anaṅga, āviddha
ཀུན་གདུངས་	āśrama
ཀུན་བདག་	viśvapati, viśvātma
ཀུན་འདར་	avadhūti
ཀུན་འདྲི་	1) paripṛcchaka (?) 2) sampraśna
ཀུན་སྡུད་	saṅgraha
ཀུན་བསྡུད་	saṅgraha
ཀུན་ན་	sarvatra
ཀུན་ནས་	1) ā° 2) paryava° 3) sam° 4) samanta 5) samantataḥ 6) samantāt 7) samantena 8) sarvata 9) sām° 10) ṣaṃ
ཀུན་ནས་འབར་བ་	ādīpta
ཀུན་ནས་དཀྲིས་པ་	paryavasthita
ཀུན་ནས་འཁོར་ཡུག་	samantataḥ
ཀུན་ནས་ཉོན་མོངས་པ་	sāṃkleśika
ཡང་དག་ཉིད་ལ་ཀུན་ནས་སྒྲིབ་	saṃ na paśyati yathābhūtam
ཀུན་ནས་དཀྲིས་པ་	1) paryavasthāna 2) paryupasthāna
ཀུན་ནས་སྐྱེ་	1) utpādana 2) samantaja
ཀུན་ནས་བརྐོས་	ākhāta
ཀུན་ནས་བསྐོར་ནས་	anuparivārya
ཀུན་ནས་བསྐོར་བ་	1) parivṛta 2) samantat parikṣiptam
ཀུན་ནས་ཁབས་པའི་	paryavanaddha
ཀུན་ནས་ཁོར་ཡུག་	samantataḥ
ཀུན་ནས་ཁྱབས་པ་	sañchanna
ཀུན་ནས་མཁྱེན་ལྡན་	samantajñānin
ཀུན་ནས་འཁུམས་	kuṅkum
ཀུན་ནས་འཁོར་བ་	1) anuparyavanaddha 2) paryutthāna 3) samprayukta
ཀུན་ནས་འཁོར་ཡུག་	samantataḥ
ཀུན་ནས་དགེ་བ་	samantaśubha
ཀུན་ནས་དགོད་པ་	urprasaḥ (?)
ཀུན་ནས་འགེགས་པ་	sammūrcchana
ཀུན་ནས་འགྲོ་	1) ārdoraṇa (?) 2) saṅgati
ཀུན་ནས་སྒོ་	samantamukha
ཀུན་ནས་སྒོའི་ལེའུ་	samantamukhaparivarta, samantadvārapariccheda
ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པར་སྣང་བ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་སྙིང་པོ་དང་དམ་ཚིག་ལ་རྣམ་པར་ལྟ་བ་	samantamukhapraveśaraśmivimalośṇiśprabhāsasarvatathāgatahṛdayasamayavilokita
ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཏུག་ཏོར་དྲི་མ་མེད་པར་སྣང་བ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་སྙིང་པོ་དང་དམ་ཚིག་ལ་རྣམ་པར་བལྟ་བ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་རྣམ་པར་བཤད་པ་	samantamukhapraveśaraśmivimalośṇiśprabhāsasarvatathāgatahṛdayasamayavilokitanāmadhāraṇivṛtti
ཀུན་ནས་སྒྲིབ་པར་བྱེད་	ācchādayati
ཀུན་ནས་ཆས་པ་	1) saṃkliṣṭa 2) saṃkleśa
ཀུན་ནས་ཉོན་མོངས་པ་	1) saṃkliṣṭa 2) saṃkleśa 3) saṃkleśika
ཀུན་ནས་ཉོན་མོངས་པ་ཅན་	1) saṃkleśika 2) ekāntakliṣṭa
ཀུན་ནས་ཉོན་མོངས་པ་ཅན་གྱི་ཆོས་	saṃkleśikadharma
ཀུན་ནས་ཉོན་མོངས་པ་ཅན་གྱི་ཆོས་དང་འདྲེས་པ་	saṃkleśikadharmasaṃsṛṣṭa
ཀུན་ནས་ཉོན་མོངས་པ་ཅན་དུ་གྱུར་པའི་སེམས་	saṃkliṣṭacitta
ཀུན་ནས་ཉོན་མོངས་པ་ཅན་མ་ཡིན་པ་	āsaṃkliṣṭa
ཀུན་ནས་ཉོན་མོངས་པ་ཅན་མ་ཡིན་པ་ཉིད་	āsaṃkliṣṭatyā
ཀུན་ནས་ཉོན་མོངས་པ་དང་རྣམ་པར་བྱང་བའི་དོན་	saṃkleśavyavadānārtha
ཀུན་ནས་ཉོན་མོངས་པ་མ་མཆིས་པ་ཉིད་	asaṃkleśatva
ཀུན་ནས་ཉོན་མོངས་པ་མེད་པ་	1) aparikliṣṭa 2) āsaṃkliṣṭa
ཀུན་ནས་ཉོན་མོངས་པ་མེད་པའི་མཚན་ཉིད་	āsaṃkleśalakṣana
ཀུན་ནས་ཉོན་མོངས་པ་མེད་པའི་གཞི་	āsaṃkliṣṭasthāna
ཀུན་ནས་ཉོན་མོངས་པའི་ཆ་དང་མཐུན་པའི་མཚན་མ་	saṃkleśapakṣyanimitta
ཀུན་ནས་མྱོན་མོངས་པའི་ཆོས་	saṃkleśikadharma
ཀུན་ནས་ཉོན་མོངས་པའི་ཆོས་རྣམས་ཀྱི་ཉེས་མིགས་	saṃkleśikadharmādinava
ཀུན་ནས་ཉོན་མོངས་པའིའཆིང་བའི་མཚན་མ་	saṃkleśabandhanimitta
ཀུན་ནས་ཉོན་མོངས་པའི་དོན་	saṃkleśārtha
ཀུན་ནས་ཉོན་མོངས་པའི་མཚན་ཉིད་	saṃkleśalakṣaṇa
ཀུན་ནས་སྙེམས་	avalipta, āskandana
ཀུན་ནས་བཏགས་པ་	upahita, ṣaṃsyūta
ཀུན་ནས་བཏུས་པ་	saṃyuja, samuccaya
ཀུན་ནས་བཏོགས་ནས་	āvamucya
ཀུན་ནས་དྲང་པོ་	ahutaḥ (?)
ཀུན་ནས་གདུང་བ་	santāpa
ཀུན་ནས་གདུང་བཞིན་དུ་	āśocyamāna
ཀུན་ནས་འདུད་	ānamya
ཀུན་ནས་ལྡང་བ་	1) paryatthāna 2) paryupasthāna 3) samutthāna
འཆགས་པས་ཀུན་ནས་ལྡང་པ་མེད་པ་ཡིན་	niṣparyutthāno bhavati
ཀུན་ནས་ལྡང་བྱེད་	samutthāna
ཀུན་ནས་སྡུད་པ་	samāhāra
ཀུན་ནས་མནར་བ་	āghātayati
ཀུན་ནས་མནར་སེམས་ཀྱི་སེམས་	āghātacitta
ཀུན་ནས་མནར་སེམས་པ་	āghāta
ཀུན་ནས་སྣག་བ་བཀོད་པའི་དཔལ་	samantāvabhāsavyūhaśrī
ཀུན་ནས་ཕྱིན་	āvarta
ཀུན་ནས་འཕགས་པ་	samudgata
ཀུན་ནས་བྲིས་	citra, ullikhita
ཀུན་ནས་བྲེལ་བ་	sarbogha (?)
ཀུན་ནས་འབར་	santāpaka, santāpita
ཀུན་ནས་འབར་བ་	1) ādīpata 2) sampradīpa
ཀུན་ནས་འབྱུང་བ་	samudaya
ཀུན་ནས་སྦགས་པ་	paligodha (parigodha)
ཀུན་ནས་སྦྱོར་བ་	saṃyojana
ཀུན་ནས་བརྩེགས་པ་	avakūṭita
ཀུན་ནས་མཚུངས་པ་	sama
ཀུན་ནས་མཛེས་པ་	samantaprāsādika
ཀུན་ནས་ཞུམ་	saṃlīyati
ཀུན་ནས་གཞལ་	sarvatomukha
ཀུན་ནས་གཟིགས་པ་	nikhiladarśin
ཀུན་ནས་བཟང་	gambhāri, gambhārikā
དཔལ་གྱི་ལོ་མ་	gambhāri, gambhārikā
ཀུན་ནས་འོད་ཟེར་	samantaprabha
ཀུན་ནས་ཡན་ལག་འཇུག་	samāvṛtta
ཀུན་ནས་སུ་	samantena
ཀུན་ནས་སློང་བ་	samutthān
ཀུན་ནས་སློང་བ་པོ་	samutthāpaka
ཀུན་ནི་གཟིགས་	nikhilasarśin
ཀུན་ནུས་པ་	sarvasāmarthya
ཀུན་གནས་	āsthānin. āsthānam
ཀུན་སྣང་	1) samantabhasa 2) samantaloka
ཀུན་སྤངས་	1) ababhūti (?) 2) avadhura 3) nirvaṇa 4) sarvatyāgina
ཀུན་སྤྱད་	1) dharma 2) samaya 3) samudācāra
ཀུན་སྤྱོད་	1) ākṣa 2) ācāra 3) nīti 4) yoginīsañcaryā 5) sañcara, sañcāri 6) samācāra
ཀུན་སྤྱོད་ངན་པ་	kṛṣṇabrahman
ཀུན་སྤྱོད་གཙང་བ་	śucisamācāra
ཀུན་ཕན་	kaumudī
ཀུན་བྱུང་ཤེས་པ་	samudayajñāna
ཀུན་འབྱུང་	1) samdaya 2) sambhava 3) samudbhava
ཀུན་འབྱུང་བདེན་པ་	samudayasatya
ཀུན་འབྱུང་བ་	1) samudaya 2) samudācāra
ཀུན་འབྱུང་བ་ལ་ཆོས་ཤེས་པའི་བཟོད་པ་	samudaye dharmajñānaśānti
ཀུན་འབྱུང་བའི་བདེན་པ་	samudayasatya
ཀུན་འབྱུང་ལ་ཆོས་ཤེས་པ་	samudaye dharmajñānam
ཀུན་འབྱུང་ལ་རྗེས་སུ་རྟོགས་པའི་ཤེས་པ་	samudaye 'nvayajñānam
ཀུན་འབྱུང་ལ་རྗེས་སུ་རྟོགས་པའི་ཤེས་པའི་བཟོད་པ་	samudaye 'nvayajñānakṣāntiḥ
ཀུན་འབྱུང་ཤེས་པ་	samudayajñāna
ཀུན་འབྱེད་གཞོན་ནུ་	sanatkumāra
ཀུན་སྦྱོང་བ་	saṃśuddhi
ཀུན་སྦྱོར་	1) ābhoga 2) saṃyojana
ཀུན་མ་ལུས་	sarviyaśeṣāṃ
ཀུན་མོས་	āmoda
ཀུན་རྨོངས་	1) sambhrama 2) sammoha
ཀུན་རྨོངས་པ་	sammūḍha
ཀུན་རྨོངས་བཞིན་དུ་	sammohavat
ཀུན་གཙོར་	āpīḍa
ཀུན་ཚེ་	sarvadā
ཀུན་འཚོ་	ājīva
ཀུན་མཛེས་	suṣamā
ལེགས་མཉམ་	suṣamā
ཀུན་མཛེས་མ་	sundarī
ཀུན་འཛིན་	1 )+ādhi 2) āgraha 3) ṣandhara 4) sandhā
ཀུན་འཛིན་མ་	ādhāraṇī
ཀུན་རྫོབ་	1) saṃvṛti 2) saṃvṛta[ buddha]
ཀུན་རྫོབ་ཀྱི་བདེན་པ་	saṃvṛtisatya
ཀུན་རྫོབ་ཀྱི་བདེན་པ་ལ་དམིགས་པ་	saṃvṛtisatyālambaka
ཀུན་རྫོབ་ཀྱི་མཚན་ཉིད་	1) saṃvṛtilakṣaṇa
ཀུན་རྫོབ་ཏུ་	saṃvṛtyā
ཀུན་རྫོབ་དང་དོན་དམ་པའི་བདེན་པ་བསྟན་པ་	saṃvṛtiparamārthasatyanirdeśa
ཀུན་རྫོབ་བདེན་པ་	saṃvṛtisatya
ཀུན་རྫོབ་པའི་སེམས་བསྐྱེད་	saṃvṛtimanotpāda
ཀུན་རྫོབ་བྱང་ཆུབ་	saṃvṛtibodhicitta
ཀུན་རྫོབ་བྱང་ཆུབ་སེམས་བསྒོམ་པའི་མན་ངག་ཡི་གེར་བྲིས་པ་	saṃvṛtibodhicittabhāvanopadeśavarṇasaṅgraha
ཀུན་རྫོབ་ཤེས་པ་	saṃvṛtijñāna
ཀུན་ཞི་བར་བྱེད་	śamenti
ཀུན་གཞི་	ālaya
ཀུན་གཞི་སྙིང་པོ་	garbhasaṃsthāna
ཀུན་གཞི་རྣམ་པར་དམ་པ་	paramālyavijñāna
ཀུན་གཞི་རྣམ་པར་ཤེས་པ་	ālyavijñāna
ཀུན་གཞི་རྣམ་པར་ཤེས་པའི་རྒྱུ་ལས་འབྱུང་བར་མི་འགྱུར་	ānālayavijñānahetuka
ཀུན་གཞི་རྣམ་པར་ཤེས་པའི་རིགས་ཀྱི་མཚན་	ālyavijñānajātilakṣaṇa
ཀུན་གཞིའི་རྣམ་པར་ཤེས་པ་	ālyavijñāna
ཀུན་གཟིགས་	1) nikhiladarśin 2) samantadarśin
ཀུན་ཟང་	1) gambhārī 2) samantabhadra 3) sarvatobhadrā
ཀུན་བཟོད་	1) āsahā 2) sarvasahā
ཀུན་རིག་	sarvavid
ཀུན་རིག་ཉིད་	sarvavid
ཀུན་རིག་རྣམ་པར་སྣང་མཛད་	sarvavid vairocana
ཀུན་རིགས་	sarvavid
ཀུན་རིལ་གྱི་	nikhila
མ་ལུས་	nikhila
ཀུན་ལ་	1) itastataḥ 2) sam° 3) sarva 4) sarvatra 5) sarvasmin 6) sarvān 7) sarvebhyaḥ
ཀུན་ལ་མི་མཁོ་	asambhoga
སེམས་ཅན་ཀུན་ལ་	sarvasattveṣu
ཀུན་ལ་ཁྱབ་བྱེད་སེར་པོ་	gorocanā
ཀུན་ལ་གྲགས་པ་	pratīta
ཀུན་ལ་བལྟ་མཁན་	sarvadarśin
ཐམས་ཅད་གཟིགས་	sarvadarśin
ཀུན་ལ་ཕན་དོན་དམ་པ་	paramārtha
ཀུན་ལ་མི་མཁོ་	asambhoga
ཀུན་ལ་དམིགས་པ་	sarvabadesā (?)
ཀུན་ལ་སྨན་ཡོན་བཏགས་	sarvātithyaṃ kṛtam
ཀུན་ལ་ཤིས་མ་	sarvamaṅgalā
ཀུན་ལས་	1) sam° 2) samanta, samantataḥ 3) sarvataḥ 4) sarvatra
ཀུན་ལས་བཏུས་པ་	samuccaya
ཀུན་ལས་རྒྱལ་བ་	sañjayin
ཀུན་ལས་བཏུས་	1) samuccaya 2)
མངོན་པ་ཀུན་ལས་བཏུས་	abhidharmasamuccaya
ཀུན་ལས་བཏུས་པ་	1) samuccaya 2) samuddhṛta
ཀུན་ཤེས་ཀཽ་དི་ནྱ་	ājñātakauṇḍinya
ཀུན་ཤེས་ཉིད་	sarvajnyatā
ཀུན་ཤེས་པ་	1) ājnyā 2) sarvajña
ཀུན་ཤེས་པ་ཐེམ་པ་བྱེད་	ājñāmārāgayati
ཀུན་ཤེས་པ་དང་ལྡན་པའི་དབང་པོ་	ājñātāvīndriya
ཀུན་ཤེས་པར་གྱི་ས་ཤིག་	ājñāpayet
ཀུན་ཤེས་པར་བྱ་	ājñeya
ཀུན་ཤེས་པར་བྱོས་ཤིག་	saṃjñapaya
ཀུན་ཤེས་ཤིང་གཤེགས་པ་	saṃjñāgati
ཀུན་བཤད་པ་	ākhyāta
ཀུན་སེམས་	saṃvid
ཀུན་སློང་	1) cittotpāda 2) samutthāna 3) samutpāda
ཀུན་གསལ་	ākāśa
ཀུན་གསོད་	āvadha
ཀུན་བསགས་	1) ācita 2) prasakta (?)
ཀུཎྜལི་	dāsakuṇḍalī
ཀུམ་བི་ར་	kumbhīra
ཀུམ་བྷ་	kumbha
བུམ་པ་	kumbha
ཀུརྨ་པཱ་དཱི་	kūrmapādī vārāhī
ཀེ་ཀའི་སྒྲ་ཅན་	kekin
ཀེ་ཀེ་རུ་	karketana
ཀེ་ཏ་ཀ་	ketaka
ཀེ་ཡུ་ར་ཀ་	keyūraka
ཀེ་ལ་ཤ་	kailāsa
ཀཻ་ལ་ཤ་	kailāsa
རིའི་རྒྱལ་པོ་ཏི་སེ་	kailāsa
ཀེ་ཤ་	keśa
ཀེ་ཤ་རམ་	kesar
ཀེ་ཤུ་ཀ་	kiṃśuka
ཀེ་ས་ར་	kesar
ཀེག་	aśleṣa
ཀེང་རུས་	1) āsathīni 2) kaṅkāla 3) saṅkalikā
ཀེང་རུས་ཏཱ་ར་བའི་སྒྲུབ་ཐབས་	kaṅkālarāraṇasādhana
ཀེང་རུས་ཏཱ་ར་ནའི་སྒྲུབ་ཐབས་ཀྱི་འགྲེལ་པ་གཞན་ལ་ཕན་པ་ཞེས་བྱ་བ་	kaṅkālatāraṇasādhanaṭīkāparahitanāma
ཀེའུ་	1) gṛñjana 2) gṛñjanaka
ཀེའུ་ཚང་	koṣa
ཀེར་ཁངས་	samutthita
ཀཻལ་ཤ་	kailāsa
རི་བོ་གངས་ཅན་	kailāsa
ཀོ་	1) āpi (?) 2) tu (?)
གསོན་པ་དེས་ཀོ་ཅི་ཞིག་བྱ་	kiṃ tena jīvitenāpi
བདག་ཀོ་ཅི་ཕྱིར་སྡར་	ahaṃ kasmāttu kātaraḥ
ཀོ་ཀ་	koka
ཀོ་ཀི་ལ་	kokila
ཀོ་ཀྱ་	pavitra
ཀོ་སྐོ་སྤྲེའུ་ལྟ་བུ་	markaṭajoḍa
ཀོ་སྐོ་ཕག་གི་ལྟ་བུ་	sūkarajoḍa
ཀོ་སྐོ་བ་ལང་གི་ལྟ་བུ་	khara joḍa
ཀོ་སྐོའི་འོག་མ་	cibu, cibuka
ཀོ་སྐོ་བསྙུང་	ekajoḍa
ཀོ་སྐྲད་	barartā (?)
ཀོ་མཁན་	khāraruphakāraḥ (?)
ཀོ་ཏ་མ་ཨའི་རས་	koṭambaka
ཀོ་ཏམ་བའི་རས་	koṭambaka
ཀོ་ཏྲ་བ་	1) kodrava 2) māḍava
ཀོ་ཐ་	kuṣṭha
ཀོ་ཐག་	laritram (?)
ཀོ་དཱ་ལ་	kodāla, kodālaka
ཀོ་ཎྜ་ནྱ་	kauṇḍiña
ཀོ་ལྤགས་ཀྱི་གཞི་	carmavastu
ཀོ་ལྤགས་མཁན་	1) carmakāra 2) mocika
ཀོ་ཕུབ་	paracarman (?)
ཀོ་བ་	carma
ཀོ་བ་ཅན་	ānaddha
ཀོ་བི་ད་ར་	kovidāra
ཀོ་བི་ད་ར་ཀ་	kovidāraka
ཀོ་མའི་ལྕུག་མ་	kolavallī
ཀོ་ར་བ་	kaurava
ཀོ་ལའི་འདབ་	koladala
ཀོ་ཤ་ལ་	kośala
ཀོ་ཤམ་པ་	vidhi (?)
ཀོ་ཤམ་བི་	kauśāmbī
ཀོ་ཤི་ཀ་	kauśika
ཀོའུ་ཤི་ཀ་	kauśika
ཀོ་སྛིལ་ཆེན་པོ་	mahākoṣṭhila
ཀོ་ས་ལ་	kośala, kosala
ཀོ་ས་ལཱ་	kośalā
ཀོ་ས་ལའི་རྒྱན་	kosalālaṅkāratattvasaṅgrahaṭīkā
ཀོག་	usahaga (?)
ཀོག་རྩེ་	jāla
ཀོང་	gartadeśa
ཀོང་པོ་	gartadeśa
སྐོང་བུ་	gartadeśa
ཀོང་ཀུན་	koṅkaṇa
ཀོང་ཀོང་	vila
ཀོང་པོ་	gartadeśa
ཀོང་མོ་	garta
ཀོང་ཡུལ་	gartadeśa
ཀོང་གསུམ་	trigarta
ཀོས་སྙུང་	ekajoḍa
ཀོའུ་དི་ནྱ་	kauṇḍinaya
ཀོའུ་ཎཌི་ནྱ་	kauṇḍinaya
སློབ་དཔོན་ལུན་སྟོན་པ་བྲམ་ཟེ་	ācāryavyākaraṇaḥ kauṇḍinayo brahmaṇaḥ
ཀཽ་བི༹་དཱ་ར་	kovidāra
ཀཽ་མུ་དི་ཞེས་བྱ་བའི་དཀའ་འགྲེལ་	kaumudī pañjikā nāma
ཀཽ་ར་བ་	kaurava
ཀཽ་ཤམ་བི་	kauśāmbī
ཀོའུ་ཤི་ཀ་	kauśika
ཀྱག་ཀྱོག་	1) kuṭila 2) vaṅkacoṅka (?)
ཀྱག་སྐྱོག་	kuṭila
ཀྱང་	1) api 2) api 3) uta 4) eva 5) kiṃ cāpi 6) ca 7) ca ... ca 8) cana 9) cāpi 10) cit 11) tu 12) punaḥ 13) vā 14) hi 15) saṃ 16) api
