Tibetan	Description
སྐྱོད་	[1]/p.སྐྱོད་ /ps.བསྐྱོད་ /f.བསྐྱོད་/imp.སྐྱོད་-. /vl. /inv./tr. /synt. [e.a] /ch.ex.གནས་སོགས་དང་རླུང་གིས་/m. To move; to go, pass on To move To move, agitate To move, stir, agitate.
སྐྱོད་	[2]/p.སྐྱོད་ /ps.བསྐྱོད་ /f.བསྐྱོད་/imp.སྐྱོད་ /vl./tr. /int/ch.ex.གོམ་པའི་ཞབས་ཀྱིས་/m. (In West) (Respectful) To go, to walk To cause to go or proceed To go To go.
སྐྱོན་	[1]/p.སྐྱོན་ /ps.སྐྱོནད་ /f.སྐྱོན་/imp.སྐྱོནད་/m. To make defective; to become defective.
སྐྱོན་	[2]/p.སྐྱོནད་ སྐྱོན་ /ps.བསྐྱོན་ བསྐྱོནད་ /f.བསྐྱོན་/imp.སྐྱོནད་ སྐྱོན་ /vl., /tr/synt. [e.a] /cs.zhon, /ch.ex.རྟ་དང་གསལ་ཤིང་སོགས་ལ་rta la.rta la sogs/m. To put astride upon a thing To put on a horse 1. To have mount, place astride. 2. To place on top of. 3. To make (someone) wear, to dress (someone) 1. To place someone on a horse, to put astride. 2. To place above, place upon. 3. (honorific) Equivalent of the auxiliary verb rgyag./n. Compare: gyon, gon
སྐྱོན་	[3]Auxillary:སྐྱོན་/fn.Suffixed to nouns in order to create verbs, very common in the colloquial. In this respect it is the honorific corresponding to rgyag[]. (Honorific) Equivalent to rgyag pa.
སྐྱོབ་	/p.སྐྱོབ་ /ps.སྐྱབས་ /f.སྐྱབ་/imp.སྐྱོབས་ /vl. /tr/synt. [Abs. Abl.] (Hahn 1994: 108). [e.a]./cs.ཁྱབ་[Coblin 1986]/ch.ex.ཉེ་པ་སོགས་'jigs pa dnag sdug sngal sogs las.'jigs pa la/m. To protect; to defend, preserve, save To protect, give shelter; to defend, to rescue To help, save from danger To protect./n. Related to the noun skyob «protection, refuge». suggests that this verb is a palatalized version of gab «cover, protect» though he does not account for the voicing difference.
སྐྱོམ་	/p.སྐྱོམ་ /ps.བསྐྱམས་ བསྐྱོམས་ /f.བསྐྱམ་ བསྐྱོམ་ /imp.སྐྱོམས་ /vl. /tr/synt. [e.a]./cs.འཁྱོམ་/ch.ex.མཙོ་སོགས་snod sogs/m. (Rare in colloquial) 1. To pour; to pout out, agitate, stir up. 2. (Lex) To give To swish, to stir a liquid; to cause turbulence To stir, agitate (a liquid) To stir, shake.
སྐྱོར་	[1]/p.སྐྱོར་ /ps.བསྐྱར་བསྐྱརད་ /f.བསྐྱར་/imp.སྐྱོརད་ སྐྱོར་ /vl./tr/synt. [e.a] /ch.ex.སླར་ཡང་yang yang/m. To repeat, recite by heart To repeat; to do, make something again; to reproduce, imitate; to recite To read aloud, repeat To repeat, to do over again ./n. lists a verb (skyor, bskyord, bskyar, skyord) which is a conflation of this verb and the following. suggest that skyor is a palatalized version of skor, however skor has the root vowel o and skyor the root vowel a, so his analysis is unlikely.
སྐྱོར་	[2]/p.སྐྱོར་ /ps.བསྐྱོརད་ བསྐྱོར་ /f.བསྐྱོར་/imp.སྐྱོརད་ སྐྱོར་ /vl./tr/synt. [e.a] /m. To hold up, to prop, to paste To support upright; to support from al sides so as to stand; to help, to support 1. To prevent a person or thing from falling down. 2. To help, do, protect To support, prop up, brace.
སྐྲག་	/p.སྐྲག་ /ps.སྐྲགས་ སྐྲག་ /f.སྐྲག་/imp.སྐྲགས་-./inv./int/synt. [a.o] /m. (nearly always combined with འཇིགས་པ་) To be terrified, frightened, afraid of something To be frightened, to be terrified To become afraid To be afraid./n. Cognate with adjective སྐྲག་ «scary».
སྐྲང་	/p.སྐྲང་ skrangs. /ps.སྐྲངས་ སྐྲང་￼. /f.སྐྲང་  skrangs /imp.སྐྲངས་ -./inv./tr. /int. /synt. [a.o] /m. To swell To swell, be swollen For the flesh to swell up due to injury to the body or illness To swell up.
སྐྲབ་	/p.སྐྲབ་ /ps.བསྐྲབས་ /f.བསྐྲབ་/imp.སྐྲབས་/synt. [e.a]./cs.འཁྲབ་[]/ch.ex.བྲོ་དང་རྐང་སྟབས་སོགས་/m. To beat the ground with one's feet; to stamp, tread; to dance To cause to dance; to cause to select./n. gives skrab as an archaic word for བྲོ་འཁྲབ་
སྐྲི་	/p.སྐྲི་ (archaic). (archaic). /ps.བསྐྲིས་ /f.བསྐྲི་/imp.སྐྲིས་ སྐྲི་ /vl./ch.ex.ཁག་/m. To conduct, to send (Cs.) To give, send.
སྐྲུ་	/p.སྐྲུ་ (archaic) /ps.བསྐྲུས་ སྐྲུས་ (see note) /f.བསྐྲུ་/imp.སྐྲུས་ /vl./tr/synt. [e.a] /ch.ex.ཤིང་གི་ཡལ་ག་དང་གཞན་ལ་ཐབས་ཀྱིས་/m. To wait (Sch.); to cut To begfor food, to make a hole by digging or cutting; to hollow out To cut; to deceive 1. To beg. 2. (archaic) To deceive. 3. To cut into pieces.
སྐྲུད་	/p.སྐྲུད་ (archaic)/m.To make another run away by devices./n. Root given as skrud
སྐྲུན་	/p.སྐྲུན་ /ps.བསྐྲུནད་ བསྐྲུན་ /f.བསྐྲུན་/imp.སྐྲུནད་ TDTD (appears to list skund as the imperative, a mistake for སྐྲུནད་ skrun /vl. /tr/synt. [e.a] /ch.ex.མཉུ་གུ་སོག་་[sic]TD.མཉུ་གུ་སོགས་དགེ་རྩ་བསཡེད་པ་/m. To produce To establish, to build; to make 1. To print a book. 2. To make, produce To make, construct, build, invent, produce.
སྐྲེས་	/p.སྐྲེས་ sres()./cs.'dres/m. To mix./n. given as the primary spelling of sre
སྐྲོག་	/p.སྐྲོག་དཀྲོག་ /ps.བསྐྲོགས་སྐྲོགས་ /f.བསྐྲོག་སྐྲོག་/imp.སྐྲོགས་ /vl./tr/synt. [e.a]./cs. *[']-ཁྲོག་-[s]/ch.ex.ཞོ་དང་Da ma ru sogs.Dar ma ru sogs/m. To beat (the drum); to churn; to stir ￼(with a rod) Another way to write dkrog. 1. To churn, stir. 2. To beat a drum./n. suggests this verb is onomatopoetic
སྐྲོག་	[2]/p.སྐྲོག་/cs.'drog/m. To rouse, to scare up./n. Root given as s-k-rog < s-'-rog < s-rog ?.
སྐྲོད་	/p.སྐྲོད་ /ps.བསྐྲད་ /f.བསྐྲད་/imp.སྐྲོད་ /vl./tr/synt. [e.a] /ch.ex.གཏེའུ་དང་བགེགས་སོགས་phyir la/m. To expel, drive out, eject To drive away from a previous location To expel, banish, drive out.
སྐྲོབ་	/p.སྐྲོབ་ /ps.བསྐྲབས་ /f.བསྐྲབ་/imp.སྐྲོབས་/ch.ex.ཏི་ཀུ་སོགས་ཀྱིས་
སྐྲོལ་	/p.སྐྲོལ་ /ps.བསྐྲོལད་ /f.བསྐྲོལ་/imp.སྐྲོལད་/den.རོལ་ «music» (?) []/m. To cause to make sound; to cause to stir up.
བརྐམ་	བརྐམ་ give as the present of རྐམ་
བསྐལ་	/p.བསྐལ་ /ps.བསྐལ་ /f.བསྐལ་/imp.-./inv./int/synt. [a.o] /m. To be cut off by a long distance or period of time To be separated, cut off./n. Undoubtedly a generalization of the past of skeld q.v. 
བསྐོན་	/p.བསྐོན་/cs.ཁོན་ or འཁོན་/m. To get caught, hung up (on a peg)./n. Hypothesized by Chang on colloquial data, see rkon.
ཁང་	ཁང་ gives as a literary alternate of ཁེང་
ཁུག་	/p.ཁུག་འཁུགས་ (). /ps.ཁུག་ ཁུགས་ /f.འཁུག་ ཁུག་ /imp.ཁུགས་ - /inv. /tr. /synt. [Abs. ￼￼￼￼￼Obl.]./cs.'gugs/m. To find, get, earn, draw To calm down; to bend down; to fall asleep; to valued; to be worth To be the price of (something) 1. To turn into, to change, to become. 2. To get, to make, to find.
ཁེགས་	/p.ཁེགས་ ཁེག་ འཁེགས་ /ps.ཁེགས་ /f.ཁེགས་ཁེག་/imp.-./inv./tr. Intransitive /synt. [a.o]./res. འགོག་/m. To obstruct, to close For something to be unable to move because something else is stuffed inside (a pipe, hole &c.) To be obstructed, to stop, to come to halt.
ཁེང་	/p.འཁེང་ཁེང་ ཁེངས་ /ps.ཁེངས་ ཁངས་ /f.ཁེངས་ཁེངས་/imp.ཁེངས་-./inv., /int. /synt. [e.a]./res.'geng, /m. To be replete, to be full To be full To fill up the inside To be full./n. suggest that ཁངས་ is a literary variant of ཁེངས་ Compare: also skong, gang, and sgang.
ཁེན་	/p.ཁེན་ /ps.ཁེན་ /f.ཁེན་/int., (Skorupski 2001)/m. To lean, to repose on. (erroneously for བཁན་པ་ [sic]) (Sch.) To rest, rely on in order not to collapse (dialect) To lean, to rest against.
ཁེབས་	/p.འཁེབས་ ཁེབས་ /ps.ཁེབ་ཁེབས་ /f.འཁེབ་ ཁེབས་/imp.ཁེབས་ -./inv./tr. /int./res.'gebs. /m. To cover; to spread over To cover up; to spread over To be able to cover, be able to arrange To be covered.
ཁེར་	/p.ཁེར་ /ps.ཁེར་ /f.ཁེར་/int. /m. To make vertical, to extend./n. reports this as similar in meaning to ker to which it is likely a mere orthographic variant of, reflecting an aspirate pronunciation.
ཁོག་	/p.ཁོག་/res.'gog/m. To be taken out.
ཁོམ་	/p.ཁོམ་ ཁོམ་ /ps.ཁོམ་ /f.འཁོམ་ ཁོམ་ /imp.ཁོམས་-./inv./int. /synt. [a.o] /m. 1. to have leisure, time to do a thing. 2. to be enabled to do a thing by the absence of external impediments (Schtr.) To have time; to be free; to be free from the worldly activities To not have leisure, time To have time for something.
ཁོལ་	ཁོལ་ gives as the present of འཁོལ་
ཁྱག་	/p.ཁྱག་ /ps.ཁྱགས་ཁྱག་ /f.ཁྱག་/imp.ཁྱགས་ ཁྱག་ /vl. /tr. /synt. [e.a] /m. To undertake, to be surety for [sic] To float on water; to become mentally unsettled or unsteady To endure hardship, to be able to hold up To endure, to be able to lift or hold up something.
ཁྱབ་	/p.ཁྱབ་ /ps.ཁྱབ་ /f.ཁྱབ་/imp.ཁྱབ་-./inv./int. /synt. [e.a]./res.skyob[Coblin 1986]/ch.ex.གཏམ་ཙེགས་དང་ཡུལ་ལ་་/m. To fill, penetrate, embrace; estimate, comprise To cover up, to spread over To spread, cover To cover, to pervade, to include, to spread.
ཁྱོག་	/p.ཁྱོག་ /ps.ཁྱོག་ /f.ཁྱོག་/imp.-./inv./int. /synt. [a.o] /m. To be sustainable, to be borne, to be bearable./n. Compare: འཁྱོག་
ཁྲུལ་	/p.ཁྲུལ་ /ps.ཁྲུལ་ /f.ཁྲུལ་/int.:/m. To let fall; to drop (several things at intervals) To fall, drop individually.
ཁྲེམས་	/p.ཁྲེམས་ /ps.ཁྲེམས་ /f.ཁྲེམས་/imp.-/inv./int. /synt. [a.o] /m. To water gardens and cultivation; to sprinkle water To be absorbed.
ཁྲེལ་	/p.ཁྲེལ་ /ps.ཁྲེལ་ /f.ཁྲེལ་/imp.-./inv./int. /synt. [a.o] /m. To be ashamed; to provoke shame To loose hope, to no longer desire To be embarrassed (by the reproach of another), to be considerate.
ཁྲོ་	/p.ཁྲོ་ འཁྲོ་ /ps.ཁྲོས་ /f.ཁྲོ་ འཁྲོ་ /imp.ཁྲོས་ - /inv./int. /synt. [a.o].Denominative of:ཁྲོ་ «anger»/ch.ex.སྡང་དགྲ་སོགས་ལ་་ ཁྲོ་བོར་ /m. To be angry To get angry; to be filled with anger; to be indignant To be angry, aggressive To go angry, to become angry.
མཁས་	/p.མཁས་ /ps.མཁས་ /f.མཁས་/imp.མཁས་ -/inv./int. /synt. [a.o] /ch.ex.ཆོས་སྲིད་སོགས་ལས་་ /m. To become wise; to become a scholar; cause to be learned To be able, skilled, to have compassion To be learned./n.gives the imperative as མཁས་པར་གྱིས་ implying that there is no imperative.
མཁོ་	/p.མཁོ་ /ps.མཁོ་ /f.མཁོ་/imp.མཁོ་ - /inv./int. /synt. [a.o] /ch.ex.འདི་དང་ཕྱི་མ་སོགས་ལ་་/m. To want To necessitate; to become necessary; to be in need To want, to need.
མཁྱུད་	/p.མཁྱུད་ /ps.མཁྱུད་ /f.མཁྱུད་/imp.མཁྱུད་ /vl. /tr. /synt. [e.a] /ch.ex.དོན་ནམ་དཔེ་སོགས་་/m. To keep, to hold, to retain To be secretive, to conceal one's knowledge with ill intention (archaic) To hide (small religious instructions &c.) To conceal, to hide.
མཁྱེན་	/p.མཁྱེནད་ མཁྱེན་  /ps.མཁྱེནད་མཁྱེན་ /f.མཁྱེན་/imp.མཁྱེནད་ མཁྱེན་ /vl./inv./tr., (Skorupski 2001)/int. /synt. [e.a] /ch.ex.དགོངས་ཡུལ་དུ་་/m. To know To know, to understand; to comprehend To know, understand, examine (honorific) To know, to comprehend./n. Root given as མཁྱེན་ < *མཁྱན་ < མཁན་
མཁྲང་	/p.མཁྲང་ /ps.མཁྲངས་ /f.མཁྲང་/imp.-./inv./ch.ex.བློ་ཤེད་སོགས་/m. hard, solid, compact (Ja).
མཁྲེག་	/p.མཁྲེག་ /ps.མཁྲེགས་ /f.མཁྲེག་/imp.-./inv./ch.ex.སྲ་བའི་་/m. hard, firm (Ja).
མཁྲེན་	/p.མཁྲེན་ /ps.མཁྲེནད་ /f.མཁྲེན་/imp.-ND/inv./ch.ex.ཐུགས་ལ་་
འཁང་	/p.འཁང་ (Denwood 1991: 136). /ps.འཁང་ འཁངས་ (Denwood 1991: 136). /f.འཁང་/imp.འཁངས་ - /inv., ￼/int. /synt. [a.o] /m. To hurt at heart or offend, also to irritate To be unsatisfied, to be discontented or hateful To believe, to not be happy To be resentful, to be spiteful, to bear ill will To recriminate, complain, resist (Denwood 1991: 136)
འཁམ་	/p.འཁམ་ འཁམས་ /ps.འཁམས་ /f.འཁམ་ འཁམས་ /imp.འཁམས་ -./inv./int. /synt. [a.o] /m. 1. To sink or fall down senseless; to faint away; to swoon. 2. To take into one's mouth (Sch.) To faint, to become unconscious.
འཁར་	/p.འཁར་ /ps.འཁརད་ འཁར་ /f.འཁར་/imp.འཁརད་ -./inv./int. /synt. [a.o] /m. To adhere, to stick to To long for; to crave for, to be greedy; to be impeded To adhere to, to stick to, to be caught on.
འཁལ་	/p.འཁལ་  འཁེལ་ (). /ps.བཀལད་ བཀལ་ /f.བཀལ་ དགལ་ /imp.ཁེལད་ འཁལད་ ཁོལ་ འཁོལ་ /vl. /tr. /synt. [e.a] /ch.ex.སྐུད་པ་སོགས་་/m. 1. To spin. 2. (in West) To send; to forward things To spin yard; to make thread To spin wool, cotton, silk &c. into thread To spin./n. Compare: འཁེལ་
འཁུ་	/p.འཁུ་(Denwood 1991: 136). /ps.འཁུས་(Denwood 1991: 136). འཁུ་ /f.འཁུ་/imp.འཁུ་ - /inv./int. /synt. [a.o] /ch.ex.ཞེ་གནག་གིས་་/m. To offend, to vie with, contend (Ja) To be unsatisfied; to hate To bear thoughts of harm 1. To contend with, to vie with, to harm. 2. (archaic) To oppose To oppose, rebel (Denwood 1991: 136)./n. perhaps to be linked with dku.
འཁུགས་	འཁུགས་  give as the present of ཁུག་
